Rule_Number,ICD_10_Code,Category,Code_Description
Rule 1,T59892A,"Poisoning, intentional self-harm","Toxic effect of other specified gases, fumes and vapors, intentional self-harm, initial encounter"
Rule 1,T5992XA,"Poisoning, intentional self-harm","Toxic effect of unspecified gases, fumes and vapors, intentional self-harm, initial encounter"
Rule 1,T600X2A,"Poisoning, intentional self-harm","Toxic effect of organophosphate and carbamate insecticides, intentional self-harm, initial encounter"
Rule 1,T601X2A,"Poisoning, intentional self-harm","Toxic effect of halogenated insecticides, intentional self-harm, initial encounter"
Rule 1,T602X2A,"Poisoning, intentional self-harm","Toxic effect of other insecticides, intentional self-harm, initial encounter"
Rule 1,T603X2A,"Poisoning, intentional self-harm","Toxic effect of herbicides and fungicides, intentional self-harm, initial encounter"
Rule 1,T604X2A,"Poisoning, intentional self-harm","Toxic effect of rodenticides, intentional self-harm, initial encounter"
Rule 1,T608X2A,"Poisoning, intentional self-harm","Toxic effect of other pesticides, intentional self-harm, initial encounter"
Rule 1,T6092XA,"Poisoning, intentional self-harm","Toxic effect of unspecified pesticide, intentional self-harm, initial encounter"
Rule 1,T6102XA,"Poisoning, intentional self-harm","Ciguatera fish poisoning, intentional self-harm, initial encounter"
Rule 1,T6112XA,"Poisoning, intentional self-harm","Scombroid fish poisoning, intentional self-harm, initial encounter"
Rule 1,T61772A,"Poisoning, intentional self-harm","Other fish poisoning, intentional self-harm, initial encounter"
Rule 1,T61782A,"Poisoning, intentional self-harm","Other shellfish poisoning, intentional self-harm, initial encounter"
Rule 1,T618X2A,"Poisoning, intentional self-harm","Toxic effect of other seafood, intentional self-harm, initial encounter"
Rule 1,T6192XA,"Poisoning, intentional self-harm","Toxic effect of unspecified seafood, intentional self-harm, initial encounter"
Rule 1,T620X2A,"Poisoning, intentional self-harm","Toxic effect of ingested mushrooms, intentional self-harm, initial encounter"
Rule 1,T621X2A,"Poisoning, intentional self-harm","Toxic effect of ingested berries, intentional self-harm, initial encounter"
Rule 1,T622X2A,"Poisoning, intentional self-harm","Toxic effect of other ingested (parts of) plant(s), intentional self-harm, initial encounter"
Rule 1,T628X2A,"Poisoning, intentional self-harm","Toxic effect of other specified noxious substances eaten as food, intentional self-harm, initial encounter"
Rule 1,T6292XA,"Poisoning, intentional self-harm","Toxic effect of unspecified noxious substance eaten as food, intentional self-harm, initial encounter"
Rule 1,T63002A,"Poisoning, intentional self-harm","Toxic effect of unspecified snake venom, intentional self-harm, initial encounter"
Rule 1,T63012A,"Poisoning, intentional self-harm","Toxic effect of rattlesnake venom, intentional self-harm, initial encounter"
Rule 1,T63022A,"Poisoning, intentional self-harm","Toxic effect of coral snake venom, intentional self-harm, initial encounter"
Rule 1,T63032A,"Poisoning, intentional self-harm","Toxic effect of taipan venom, intentional self-harm, initial encounter"
Rule 1,T63042A,"Poisoning, intentional self-harm","Toxic effect of cobra venom, intentional self-harm, initial encounter"
Rule 1,T63062A,"Poisoning, intentional self-harm","Toxic effect of venom of other North and South American snake, intentional self-harm, initial encounter"
Rule 1,T63072A,"Poisoning, intentional self-harm","Toxic effect of venom of other Australian snake, intentional self-harm, initial encounter"
Rule 1,T63082A,"Poisoning, intentional self-harm","Toxic effect of venom of other African and Asian snake, intentional self-harm, initial encounter"
Rule 1,T63092A,"Poisoning, intentional self-harm","Toxic effect of venom of other snake, intentional self-harm, initial encounter"
Rule 1,T63112A,"Poisoning, intentional self-harm","Toxic effect of venom of gila monster, intentional self-harm, initial encounter"
Rule 1,T63122A,"Poisoning, intentional self-harm","Toxic effect of venom of other venomous lizard, intentional self-harm, initial encounter"
Rule 1,T63192A,"Poisoning, intentional self-harm","Toxic effect of venom of other reptiles, intentional self-harm, initial encounter"
Rule 1,T632X2A,"Poisoning, intentional self-harm","Toxic effect of venom of scorpion, intentional self-harm, initial encounter"
Rule 1,T63302A,"Poisoning, intentional self-harm","Toxic effect of unspecified spider venom, intentional self-harm, initial encounter"
Rule 1,T63312A,"Poisoning, intentional self-harm","Toxic effect of venom of black widow spider, intentional self-harm, initial encounter"
Rule 1,T63322A,"Poisoning, intentional self-harm","Toxic effect of venom of tarantula, intentional self-harm, initial encounter"
Rule 1,T63332A,"Poisoning, intentional self-harm","Toxic effect of venom of brown recluse spider, intentional self-harm, initial encounter"
Rule 1,T63392A,"Poisoning, intentional self-harm","Toxic effect of venom of other spider, intentional self-harm, initial encounter"
Rule 1,T63412A,"Poisoning, intentional self-harm","Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm, initial encounter"
Rule 1,T63422A,"Poisoning, intentional self-harm","Toxic effect of venom of ants, intentional self-harm, initial encounter"
Rule 1,T63432A,"Poisoning, intentional self-harm","Toxic effect of venom of caterpillars, intentional self-harm, initial encounter"
Rule 1,T63442A,"Poisoning, intentional self-harm","Toxic effect of venom of bees, intentional self-harm, initial encounter"
Rule 1,T63452A,"Poisoning, intentional self-harm","Toxic effect of venom of hornets, intentional self-harm, initial encounter"
Rule 1,T63462A,"Poisoning, intentional self-harm","Toxic effect of venom of wasps, intentional self-harm, initial encounter"
Rule 1,T63482A,"Poisoning, intentional self-harm","Toxic effect of venom of other arthropod, intentional self-harm, initial encounter"
Rule 1,T63512A,"Poisoning, intentional self-harm","Toxic effect of contact with stingray, intentional self-harm, initial encounter"
Rule 1,T63592A,"Poisoning, intentional self-harm","Toxic effect of contact with other venomous fish, intentional self-harm, initial encounter"
Rule 1,T63612A,"Poisoning, intentional self-harm","Toxic effect of contact with Portugese Man-o-war, intentional self-harm, initial encounter"
Rule 1,T63622A,"Poisoning, intentional self-harm","Toxic effect of contact with other jellyfish, intentional self-harm, initial encounter"
Rule 1,T63632A,"Poisoning, intentional self-harm","Toxic effect of contact with sea anemone, intentional self-harm, initial encounter"
Rule 1,T63692A,"Poisoning, intentional self-harm","Toxic effect of contact with other venomous marine animals, intentional self-harm, initial encounter"
Rule 1,T63712A,"Poisoning, intentional self-harm","Toxic effect of contact with venomous marine plant, intentional self-harm, initial encounter"
Rule 1,T63792A,"Poisoning, intentional self-harm","Toxic effect of contact with other venomous plant, intentional self-harm, initial encounter"
Rule 1,T63812A,"Poisoning, intentional self-harm","Toxic effect of contact with venomous frog, intentional self-harm, initial encounter"
Rule 1,T63822A,"Poisoning, intentional self-harm","Toxic effect of contact with venomous toad, intentional self-harm, initial encounter"
Rule 1,T63832A,"Poisoning, intentional self-harm","Toxic effect of contact with other venomous amphibian, intentional self-harm, initial encounter"
Rule 1,T63892A,"Poisoning, intentional self-harm","Toxic effect of contact with other venomous animals, intentional self-harm, initial encounter"
Rule 1,T6392XA,"Poisoning, intentional self-harm","Toxic effect of contact with unspecified venomous animal, intentional self-harm, initial encounter"
Rule 1,T6402XA,"Poisoning, intentional self-harm","Toxic effect of aflatoxin, intentional self-harm, initial encounter"
Rule 1,T6482XA,"Poisoning, intentional self-harm","Toxic effect of other mycotoxin food contaminants, intentional self-harm, initial encounter"
Rule 1,T650X2A,"Poisoning, intentional self-harm","Toxic effect of cyanides, intentional self-harm, initial encounter"
Rule 1,T651X2A,"Poisoning, intentional self-harm","Toxic effect of strychnine and its salts, intentional self-harm, initial encounter"
Rule 1,T65212A,"Poisoning, intentional self-harm","Toxic effect of chewing tobacco, intentional self-harm, initial encounter"
Rule 1,T65222A,"Poisoning, intentional self-harm","Toxic effect of tobacco cigarettes, intentional self-harm, initial encounter"
Rule 1,T65292A,"Poisoning, intentional self-harm","Toxic effect of other tobacco and nicotine, intentional self-harm, initial encounter"
Rule 1,T653X2A,"Poisoning, intentional self-harm","Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, intentional self-harm, initial encounter"
Rule 1,T654X2A,"Poisoning, intentional self-harm","Toxic effect of carbon disulfide, intentional self-harm, initial encounter"
Rule 1,T655X2A,"Poisoning, intentional self-harm","Toxic effect of nitroglycerin and other nitric acids and esters, intentional self-harm, initial encounter"
Rule 1,T656X2A,"Poisoning, intentional self-harm","Toxic effect of paints and dyes, not elsewhere classified, intentional self-harm, initial encounter"
Rule 1,T65812A,"Poisoning, intentional self-harm","Toxic effect of latex, intentional self-harm, initial encounter"
Rule 1,T65822A,"Poisoning, intentional self-harm","Toxic effect of harmful algae and algae toxins, intentional self-harm, initial encounter"
Rule 1,T65832A,"Poisoning, intentional self-harm","Toxic effect of fiberglass, intentional self-harm, initial encounter"
Rule 1,T65892A,"Poisoning, intentional self-harm","Toxic effect of other specified substances, intentional self-harm, initial encounter"
Rule 1,T6592XA,"Poisoning, intentional self-harm","Toxic effect of unspecified substance, intentional self-harm, initial encounter"
Rule 1,T71112A,"Asphyxiation, intentional self-harm","Asphyxiation due to smothering under pillow, intentional self-harm, initial encounter"
Rule 1,T71122A,"Asphyxiation, intentional self-harm","Asphyxiation due to plastic bag, intentional self-harm, initial encounter"
Rule 1,T71132A,"Asphyxiation, intentional self-harm","Asphyxiation due to being trapped in bed linens, intentional self-harm, initial encounter"
Rule 1,T71152A,"Asphyxiation, intentional self-harm","Asphyxiation due to smothering in furniture, intentional self-harm, initial encounter"
Rule 1,T71162A,"Asphyxiation, intentional self-harm","Asphyxiation due to hanging, intentional self-harm, initial encounter"
Rule 1,T71192A,"Asphyxiation, intentional self-harm","Asphyxiation due to mechanical threat to breathing due to other causes, intentional self-harm, initial encounter"
Rule 1,T71222A,"Asphyxiation, intentional self-harm","Asphyxiation due to being trapped in a car trunk, intentional self-harm, initial encounter"
Rule 1,T71232A,"Asphyxiation, intentional self-harm","Asphyxiation due to being trapped in a (discarded) refrigerator, intentional self-harm, initial encounter"
Rule 1,X710XXA,Intentional self-harm event,"Intentional self-harm by drowning and submersion while in bathtub, initial encounter"
Rule 1,X711XXA,Intentional self-harm event,"Intentional self-harm by drowning and submersion while in swimming pool, initial encounter"
Rule 1,X712XXA,Intentional self-harm event,"Intentional self-harm by drowning and submersion after jump into swimming pool, initial encounter"
Rule 1,X713XXA,Intentional self-harm event,"Intentional self-harm by drowning and submersion in natural water, initial encounter"
Rule 1,X718XXA,Intentional self-harm event,"Other intentional self-harm by drowning and submersion, initial encounter"
Rule 1,X719XXA,Intentional self-harm event,"Intentional self-harm by drowning and submersion, unspecified, initial encounter"
Rule 1,X72XXXA,Intentional self-harm event,"Intentional self-harm by handgun discharge, initial encounter"
Rule 1,X730XXA,Intentional self-harm event,"Intentional self-harm by shotgun discharge, initial encounter"
Rule 1,X731XXA,Intentional self-harm event,"Intentional self-harm by hunting rifle discharge, initial encounter"
Rule 1,X732XXA,Intentional self-harm event,"Intentional self-harm by machine gun discharge, initial encounter"
Rule 1,X738XXA,Intentional self-harm event,"Intentional self-harm by other larger firearm discharge, initial encounter"
Rule 1,X739XXA,Intentional self-harm event,"Intentional self-harm by unspecified larger firearm discharge, initial encounter"
